State,FIPS,Year,VCF0204,VCF0206,VCF0207,VCF0209,VCF0210,VCF0211,VCF0212,VCF0213,VCF0217,VCF0218,VCF0219,VCF0220,VCF0223,VCF0224,VCF0227,VCF0228,VCF0231,VCF0232,VCF0233,VCF0234,VCF0253,VCF0290,VCF0291,VCF0310,VCF0346,VCF0347,VCF0348,VCF0349,VCF0358,VCF0359,VCF0360,VCF0361,VCF0370,VCF0371,VCF0372,VCF0373,VCF0374,VCF0380,VCF0386,VCF0392,VCF0450,VCF0451,VCF0475,VCF0481,VCF0487,VCF0493,VCF0501,VCF0502,VCF0502a,VCF0503,VCF0504,VCF0604,VCF0605,VCF0606,VCF0609,VCF0613,VCF0614,VCF0624,VCF0648,VCF0649,VCF0656,VCF0702,VCF0703,VCF0704,VCF0704a,VCF0705,VCF0706,VCF0707,VCF0708,VCF0709,VCF0710,VCF0713,VCF0714,VCF0724,VCF0801,VCF0803,VCF0804,VCF0806,VCF0809,VCF0823,VCF0824,VCF0830,VCF0838,VCF0839,VCF0843,VCF0846,VCF0847,VCF0849,VCF0850,VCF0851,VCF0852,VCF0853,VCF0854,VCF0867,VCF0867a,VCF0870,VCF0871,VCF0872,VCF0876,VCF0876a,VCF0877,VCF0877a,VCF0878,VCF0879,VCF0879a,VCF0880,VCF0880a,VCF0881,VCF0886,VCF0887,VCF0888,VCF0890,VCF0894,VCF9005,VCF9009,VCF9013,VCF9014,VCF9015,VCF9016,VCF9017,VCF9018,VCF9021,VCF9022,VCF9023,VCF9030,VCF9030a,VCF9030b,VCF9030c,VCF9031,VCF9037,VCF9039,VCF9040,VCF9041,VCF9042,VCF9045,VCF9047,VCF9048,VCF9049,VCF9081,VCF9084,VCF9085,VCF9086,VCF9087,VCF9088,VCF9089,VCF9092,VCF9093,VCF9094,VCF9095,VCF9096,VCF9122,VCF9131,VCF9132,VCF9133,EST_VC03,EST_VC05,EST_VC06,EST_VC11,EST_VC12,EST_VC13,EST_VC41,EST_VC42,EST_VC48,EST_VC55,EST_VC56,EST_VC58,EST_VC59,EST_VC63,EST_VC91,EST_VC92,EST_VC93,EST_VC94,EST_VC95,EST_VC108,EST_VC110,EST_VC112,EST_VC115,EST_VC116,EST_VC134,EST_VC135,EST_VC166,EST_VC167,EST_VC171,EST_VC187,EST_VC190,EST_VC191,EST_VC192,EST_VC194,EST_VC281,EST_VC283,EST_VC284,TotalMoney,PercentMoney, T_VOTES , Rep_Votes , Rep_Percent ,Rep_EV, Dem_Votes , Dem_Percent ,Dem_EV,lagdempct,VEP,VAP,VEP_Diff_From_Nat,VAP_Diff_From_Nat,PerCapitaGDP
Nebraska,31,2012,59.72222222,66.47222222,76.16666667,49,51.69444444,43.83333333,59.22222222,82.13888889,64.11111111,45.72222222,72.38888889,48.72222222,65.69444444,47.16666667,66.86111111,33.44444444,38.66666667,52.63888889,34.44444444,49.30555556,48.36111111,46.52777778,49.36111111,2.638888889,1.555555556,1.638888889,1.444444444,1.416666667,1.555555556,1.638888889,1.444444444,1.416666667,1.694444444,1.638888889,1.5,1.638888889,3.416666667,3.638888889,3.527777778,3.083333333,1.666666667,2.75,3.111111111,2.888888889,3.222222222,3,1.222222222,3.472222222,2.805555556,2.972222222,5.444444444,2.15,1.25,1.361111111,1.55,1.5,1.4,2.083333333,37.5,54.16666667,24.16666667,1.833333333,2.694444444,1.138888889,1.138888889,1.222222222,2.416666667,1.027777778,1.111111111,1.75,1.75,1.5,1.138888889,1.777777778,59.30555556,4.555555556,2.527777778,4.611111111,4.361111111,1.472222222,3.4,5.111111111,2.527777778,4.194444444,4.527777778,1.25,2.944444444,3.305555556,1.944444444,2.527777778,3.361111111,2.416666667,2.861111111,4.777777778,4.5,3.111111111,3.166666667,2.777777778,2.35,2.55,1.4,1.65,2.666666667,3.944444444,4.166666667,1.694444444,2.972222222,1.833333333,2.027777778,2.055555556,1.555555556,1.527777778,2.361111111,52.61111111,3.277777778,2.333333333,3.083333333,3.194444444,3.638888889,2.888888889,2.638888889,3.222222222,4.555555556,0.333333333,4.5,1.638888889,4.722222222,4.638888889,4.222222222,3.972222222,3.527777778,2.388888889,2.888888889,3.972222222,2.166666667,1.888888889,1.888888889,1.638888889,3.5,3.583333333,2.611111111,5.083333333,2.944444444,2.805555556,5.166666667,5.527777778,5.305555556,3.194444444,5.333333333,5.388888889,7.027777778,1.5,1.527777778,1.638888889,1855525,1.9,0.1,1855525,49.7,50.3,51,49,256972,61,29.6,5.6,2.4,733570,723059,53.8,2.7,9.3,1,6.9,39.8,28.4,67.9,24.5,28.1,29.8,244517,33.8,1829420,51.5,42684,48.7,51.3,75838,2,8.2,23.3,6000000,0.0072,"794,379.00","475,064.00",0.6,5,"302,081.00",0.38,0,0.42,0.603,0.569,0.023,0.033,51068
Nevada,32,2012,64.28333333,70.55,76.06666667,51.53333333,54.96666667,47.63333333,52.75,85.61666667,67.4,52.28333333,78.03333333,53.33333333,69.56666667,41.95,65.98333333,41.81666667,45.46666667,54.48333333,39.86666667,48.31666667,47.61666667,62.4,71.03333333,2.716666667,1.4,1.6,1.533333333,1.466666667,1.4,1.6,1.533333333,1.466666667,1.45,1.583333333,1.716666667,1.65,3.133333333,3,3.466666667,2.666666667,1.45,2.45,3.133333333,3.133333333,3.333333333,2.666666667,1.1,2.566666667,2.1,2.45,5.483333333,2.129032258,1.133333333,1.216666667,1.548387097,1.741935484,1.677419355,1.833333333,30.64516129,59.15,34.66666667,1.7,2.583333333,1.016666667,1.016666667,1.066666667,2.6,0.933333333,1,1.466666667,1.566666667,1.383333333,1.1,1.7,55.5,4.466666667,2.65,4.716666667,4.883333333,1.583333333,3.615384615,5.85,3.15,4.25,5.05,1.316666667,3.116666667,3.45,1.983333333,2.883333333,3.766666667,2.616666667,2.933333333,4.65,4.5,2.866666667,3.05,2.433333333,2.161290323,2.258064516,1.774193548,1.967741935,2.7,4.016666667,4.116666667,2.133333333,3.2,1.75,2,2.15,1.616666667,1.55,2.516666667,55.66666667,3.133333333,2.483333333,3.4,3.266666667,3.433333333,3.183333333,2.883333333,2.466666667,4.333333333,0.55,4.466666667,1.8,4.633333333,4.8,4.333333333,3.683333333,3.683333333,2.366666667,2.766666667,3.983333333,2.2,1.933333333,1.916666667,1.7,3.416666667,2.966666667,2.45,5.6,2.866666667,2.766666667,4.933333333,5.716666667,5.55,3.116666667,5.516666667,5.616666667,7.9,2.1,1.933333333,1.85,2758931,3.8,0.4,2758931,50.4,49.6,51.2,48.8,359486,53.3,30.3,7.6,2.8,1006605,1106923,46.3,2.3,13.3,2,4.4,42.6,24.6,73.4,21.9,22.8,22,354755,35.8,2725280,48.5,228471,45.5,54.5,302119,1.6,11.2,15.2,55000000,0.0657,"1,014,918.00","463,567.00",0.46,0,"531,373.00",0.52,6,0.55,0.564,0.482,-0.016,-0.054,43090
New Hampshire,33,2012,58.0625,65.25,71.9375,48.8125,45.8125,55.625,47.3125,79.5,59,50.9375,78.5,42.625,62,40.9375,69,37.625,42.125,58.0625,32.75,42.375,51.5625,46.125,55.1875,2.375,1.4375,1.6875,1.4375,1.4375,1.4375,1.6875,1.4375,1.4375,1.375,1.6875,1.5,1.625,2.75,2.75,4,3,1.4375,2.375,3,3,3.5,2.75,1,2.1875,1.9375,3.375,5.5,2.142857143,1.1875,1.1875,1.428571429,1.857142857,2.142857143,2.125,32.14285714,56.25,18.5625,1.4375,2.375,0.6875,0.6875,0.6875,3.75,0.625,0,1,0,2.0625,1.1875,1.75,47.875,3.8125,1.75,4.375,4.5,1.375,2.666666667,4.875,3.1875,3.6875,3.625,1.5625,3.6875,2.5,2.375,3.125,3.75,2.75,3.0625,4.25,3.9375,3,3.25,2.25,2.142857143,2.142857143,1,1.285714286,2.25,4.125,4.25,2.125,3.3125,1.75,2,1.8125,1.3125,1.5,2.25,56.875,3.125,2.25,4,3.25,3.875,3.6875,2.9375,2.75,5.5,0.9375,3.5625,1.6875,3.0625,3.25,4,3.6875,3.25,2.875,3.5625,3.5,1.875,1.5625,1.625,1.5625,3.3125,2.75,2.125,5.5625,2.375,2.75,4.5625,5.4375,5.375,2.3125,5.875,5.0625,9,1.8125,2,1.8125,1320718,1.6,0.2,1320718,49.1,50.9,50.2,49.8,194097,61.6,27.6,6.6,3.3,519137,536129,52.6,2.4,11.3,0.9,5.9,38.2,29.7,68.4,25.6,33.9,35.2,186886,31.4,1309203,45.7,34864,42.4,57.6,36505,2,10.3,24.5,34000000,0.0406,"710,972.00","329,918.00",0.47,0,"369,561.00",0.52,4,0.54,0.702,0.678,0.122,0.142,48332
New Jersey,34,2012,66.13513514,68.97297297,76.14864865,53.7972973,56.30405405,54.69594595,56.14864865,78.11486486,68.82432432,56.51351351,78.68918919,53.92567568,72.25,41.37162162,68.31081081,46.43243243,50.88513514,60.2972973,45.42567568,49.00675676,55.91216216,55.22297297,64.18243243,2.567567568,1.533783784,1.695945946,1.391891892,1.391891892,1.533783784,1.695945946,1.391891892,1.391891892,1.675675676,1.682432432,1.601351351,1.797297297,2.810810811,3.162162162,3.567567568,2.837837838,1.513513514,2.486486486,2.783783784,3.054054054,3.216216216,2.695945946,1.108108108,2.628378378,2.168918919,2.898648649,5.412162162,2.325301205,1.202702703,1.371621622,1.686746988,1.686746988,1.698795181,2.195945946,38.85542169,63.84459459,27.14189189,1.689189189,2.662162162,1.067567568,1.067567568,1.128378378,2.283783784,0.945945946,0.932432432,1.533783784,1.547297297,1.527027027,1.297297297,1.689189189,55.02027027,4.067567568,2.155405405,4.02027027,4.304054054,1.594594595,3.612903226,4.932432432,3.25,4.128378378,4.189189189,1.378378378,3.22972973,3.155405405,2,3.054054054,3.554054054,2.817567568,2.993243243,4.668918919,4.547297297,3,3.101351351,2.601351351,1.951807229,2.13253012,1.481927711,1.746987952,2.324324324,4.081081081,4.236486486,2.040540541,3.094594595,2.128378378,1.797297297,1.945945946,1.621621622,1.560810811,2.466216216,62.12837838,3.216216216,2.405405405,3.689189189,3.324324324,4.060810811,3.709459459,2.993243243,3.810810811,3.918918919,0.891891892,5.641891892,2.310810811,6.702702703,6.736486486,4.810810811,3.506756757,3.736486486,2.986486486,3.452702703,4.040540541,2.371621622,1.743243243,1.540540541,1.574324324,3.581081081,3.283783784,2.689189189,5.351351351,3.155405405,2.952702703,5.418918919,5.763513514,5.702702703,2.824324324,5.581081081,5.263513514,6.486486486,2.385135135,2.202702703,2.304054054,8864590,2.3,0.2,8864590,48.7,51.3,50.9,49.1,1250314,55.6,32.4,4.7,2,3198799,3470727,51.5,2.5,6.9,1.7,7.4,39.5,26.7,67.9,24.5,36.8,35.7,1211763,32.7,8772744,48.6,974020,46.5,53.5,909279,2.8,12.8,23.7,0,0,"3,638,499.00","1,478,088.00",0.41,0,"2,122,786.00",0.58,14,0.57,0.615,0.532,0.035,-0.004,56159
New Mexico,35,2012,72.375,67.921875,69.40625,58.390625,62.28125,60.234375,61.96875,86.21875,80.703125,59.96875,80.015625,57.625,80.140625,47.0625,65.625,57.65625,58.21875,58.578125,51.28125,60.75,58.421875,81.78125,86.234375,2.515625,1.84375,1.859375,1.640625,1.578125,1.84375,1.859375,1.640625,1.578125,2.0625,1.890625,1.96875,2.375,3.703125,4.296875,4.640625,4.1875,1.828125,2.625,3.3125,3.46875,3.59375,3.09375,1.140625,3.75,2.875,4.03125,4.359375,2.297297297,1.484375,1.25,1.891891892,1.567567568,1.513513514,2.109375,32.43243243,55.46875,22.046875,1.421875,2.25,0.71875,0.71875,0.765625,3.296875,0.640625,0.578125,1.015625,0.921875,1.59375,1.265625,1.625,56.953125,5.390625,3.75,4.625,3.96875,1.8125,4.611111111,5.59375,2.6875,5.25,5.953125,1.390625,3.016393443,3.546875,1.59375,3.046875,3.75,2.8125,3.3125,5,4.890625,3.25,3.28125,2.5,2.378378378,2.486486486,2.054054054,2.243243243,3.015625,4.328125,4.4375,2,2.984375,1.90625,1.703125,1.703125,1.375,1.265625,2.265625,62.21875,3.421875,2.34375,3.921875,3.609375,4.421875,3.796875,3,3.4375,5.5625,1.28125,6.234375,2.5625,7.421875,7.4375,5.1875,3.140625,3.90625,2.9375,3.3125,4.3125,2.71875,1.515625,1.859375,1.453125,3.96875,3.3125,3.171875,4.984375,3.296875,4.078125,5.3125,5.59375,5.6875,3.6875,5.359375,4.53125,4.59375,2.578125,2.296875,2.4375,2085538,3,0.1,2085538,49.6,50.4,51.3,48.7,294258,54.5,31.5,5.5,2.6,764996,813641,48.2,2.8,11.7,1.3,5.6,39.6,29.3,68.2,25.7,25.8,26.4,289580,41.4,2060595,51.3,66010,46.8,53.2,126178,1.4,10.6,26.1,1162100,0.0014,"783,758.00","335,788.00",0.43,0,"415,335.00",0.53,5,0.57,0.546,0.498,-0.034,-0.038,39324
New York,36,2012,62.1986755,68.79139073,72.58609272,50.50662252,55.77152318,52.21192053,53.95033113,78.01655629,68.04304636,57.83443709,75.90728477,52.91390728,69.09602649,39.98344371,66.90728477,46.65231788,48.94039735,60.77483444,47,47.8013245,58.01324503,61.24503311,71.74834437,2.592715232,1.602649007,1.774834437,1.314569536,1.400662252,1.602649007,1.774834437,1.314569536,1.400662252,1.605960265,1.632450331,1.850993377,1.821192053,2.791390728,3.301324503,3.470198676,2.917218543,1.456953642,2.314569536,2.635761589,3.443708609,3.51986755,2.728476821,1.119205298,2.943708609,2.30794702,2.956953642,5.291390728,2.35862069,1.437086093,1.453642384,1.731034483,1.689655172,1.786206897,2.155629139,41.55172414,59.76490066,25.33112583,1.619205298,2.602649007,0.894039735,0.894039735,0.92384106,2.463576159,0.754966887,0.754966887,1.089403974,1.105960265,1.437086093,1.245033113,1.629139073,54.04966887,4.337748344,2.503311258,4.182119205,4.304635762,1.761589404,3.584615385,5.21192053,3.198675497,4.559602649,4.635761589,1.440397351,3.387959866,3.142384106,2.178807947,3.201986755,3.450331126,2.966887417,2.966887417,4.490066225,4.397350993,3,3.043046358,2.417218543,1.834482759,1.951724138,1.586206897,1.737931034,2.238410596,3.973509934,4.122516556,2.066225166,3.19205298,1.920529801,1.844370861,1.854304636,1.605960265,1.516556291,2.357615894,58.94370861,2.966887417,2.40397351,3.82781457,3.198675497,3.890728477,3.675496689,3.01986755,3.98013245,4.284768212,0.860927152,5.642384106,2.201986755,6.642384106,6.701986755,4.639072848,3.152317881,3.665562914,3.013245033,3.334437086,3.864238411,2.5,1.599337748,1.602649007,1.586092715,3.841059603,3.30794702,2.566225166,5.281456954,3.016556291,2.970198676,5.125827815,5.579470199,5.410596026,2.890728477,5.529801325,5.298013245,6.817880795,2.317880795,2.066225166,2.208609272,19570261,2.5,0.2,19570261,48.5,51.5,50,50,2759461,54.7,31.1,6.1,2.4,7238922,7693458,46.7,2.6,7.4,2.2,6.1,37.3,31.2,65.3,28.3,32.9,33.8,2661330,33.8,19352153,47.2,2340833,45,55,2083537,2.8,11.2,27.3,55600,0.0001,"7,061,925.00","2,485,432.00",0.35,0,"4,471,871.00",0.63,29,0.63,0.531,0.461,-0.049,-0.075,63142
North Carolina,37,2012,58.45089286,73.57142857,71.79017857,54.55357143,56.83035714,58.90178571,53.77232143,82.69196429,64.07142857,65.75,78.83928571,60.27678571,74.47321429,36.48214286,69.18303571,48.57142857,51.85714286,51.99553571,44.78125,57.98214286,58.38839286,55.34375,69.07589286,2.607142857,1.633928571,1.808035714,1.258928571,1.303571429,1.633928571,1.808035714,1.258928571,1.303571429,1.491071429,1.678571429,1.754464286,1.875,2.441964286,3.459821429,3.897321429,2.616071429,1.370535714,2.053571429,2.232142857,3.5,3.696428571,2.299107143,1.151785714,2.566964286,2.15625,3.316964286,5.151785714,2.341880342,1.348214286,1.397321429,1.641025641,1.666666667,1.555555556,2.111607143,37.82051282,55.58035714,23.02232143,1.754464286,2.745535714,0.973214286,0.973214286,0.986607143,2.116071429,0.767857143,0.004464286,1.084821429,0.004464286,1.428571429,1.245535714,1.6875,50.96428571,4.486607143,2.709821429,3.959821429,3.924107143,1.785714286,3.346938776,4.839285714,2.964285714,4.875,4.700892857,1.276785714,3.160714286,3.084821429,1.727678571,2.875,3.325892857,2.665178571,2.879464286,3.986607143,3.950892857,2.794642857,2.96875,2.133928571,2.316239316,2.316239316,1.871794872,1.982905983,2.879464286,3.946428571,4.058035714,1.892857143,2.888392857,1.669642857,1.584821429,1.732142857,1.5625,1.383928571,2.272321429,62.53125,2.504464286,2.080357143,3.736607143,2.78125,3.883928571,3.602678571,2.598214286,2.482142857,3.446428571,0.651785714,4.191964286,1.821428571,4.522321429,4.71875,4.285714286,2.834821429,3.102678571,2.732142857,3.160714286,3.433035714,2.714285714,1.616071429,1.616071429,1.553571429,4.178571429,3.133928571,2.651785714,5.419642857,2.973214286,3.535714286,4.598214286,5.986607143,5.651785714,2.709821429,5.741071429,5.075892857,5.933035714,2.098214286,1.834821429,2.084821429,9752073,2.1,0.2,9752073,48.7,51.3,50.4,49.6,1346700,58.2,29.8,5.5,2.1,3731325,3777517,51.2,2.6,9.3,2.8,5.7,40.1,28.7,69.4,24.4,26.8,27.9,1304575,36.6,9640490,51.3,239280,46.5,53.5,508792,1.8,9.9,23.7,80000000,0.0956,"4,505,372.00","2,270,395.00",0.5,15,"2,178,391.00",0.48,0,0.5,0.649,0.601,0.069,0.065,43348
North Dakota,38,2012,44.44444444,59.44444444,61.66666667,50.55555556,35,35.55555556,62.44444444,76.22222222,58.33333333,48.55555556,69.33333333,44.44444444,53.33333333,45,62.44444444,36.66666667,39.44444444,47.22222222,30,41.66666667,44.66666667,47,52,2.666666667,1.222222222,1.333333333,1.555555556,1.555555556,1.222222222,1.333333333,1.555555556,1.555555556,1.555555556,1.777777778,1.333333333,1.555555556,2.777777778,2.333333333,2.777777778,2.777777778,1.666666667,2.888888889,4.111111111,1.888888889,1.888888889,3.222222222,1.222222222,3.555555556,2.666666667,2.333333333,5.333333333,2.4,1.333333333,1.333333333,1.6,1.6,2,2,45,50,28,1.666666667,2.444444444,0.777777778,0.777777778,1.111111111,3.555555556,0.666666667,0.666666667,1.111111111,1.111111111,0.888888889,1.111111111,1.777777778,62.22222222,4.777777778,2.444444444,4.222222222,4.888888889,1.666666667,2.333333333,6,2.777777778,4.555555556,4.666666667,1.222222222,3.111111111,3.888888889,2,2.777777778,3.222222222,1.888888889,2.666666667,4.111111111,3.888888889,3.666666667,3.555555556,2.777777778,1.8,2.4,1,1.4,3.222222222,3.666666667,3.888888889,1.888888889,2.888888889,1.777777778,1.555555556,1.666666667,1.888888889,1.555555556,2.333333333,59.11111111,3.777777778,2.222222222,2.777777778,3.222222222,3.222222222,2.666666667,2.888888889,3.222222222,5.444444444,0.333333333,4.222222222,1.333333333,3.777777778,3.666666667,4.555555556,3.222222222,3.444444444,2,2.444444444,3.888888889,2.111111111,2.222222222,2,1.666666667,3.222222222,2.444444444,2.222222222,5.666666667,2.333333333,2.111111111,5.444444444,5.222222222,5.333333333,2.888888889,5.222222222,5.333333333,9,1.444444444,1.444444444,1.333333333,699628,2,0,699628,51.1,48.9,53.4,46.6,100962,63.9,27,6.1,3,290944,290980,51.6,2.4,9.5,0.7,6.2,36.5,32.8,63.1,31.1,25.9,30,95030,32.6,689838,51.8,8232,46,54,11148,1.5,6.4,24.6,346490,0.0004,"322,932.00","188,320.00",0.58,3,"124,966.00",0.39,0,0.45,0.598,0.587,0.018,0.051,64150
Ohio,39,2012,62.17699115,64.23451327,72.19026549,49.22566372,53.24336283,48.39380531,55.11946903,82.70353982,60.96460177,52.19911504,78.19469027,51.91150442,68.01327434,43.69911504,63.51769912,40.82743363,40.32300885,53.19026549,34.89823009,51.86283186,53.57522124,56.10176991,62.82743363,2.513274336,1.588495575,1.743362832,1.433628319,1.508849558,1.588495575,1.743362832,1.433628319,1.508849558,1.473451327,1.64159292,1.632743363,1.831858407,2.991150442,3.154867257,3.32300885,2.805309735,1.491150442,2.513274336,2.907079646,2.960176991,3.278761062,2.553097345,1.283185841,2.809734513,2.331858407,2.853982301,5.433628319,2.20661157,1.287610619,1.362831858,1.644628099,1.619834711,1.694214876,2.154867257,44.41322314,60.39380531,24.21681416,1.725663717,2.654867257,1.053097345,1.053097345,1.119469027,2.53539823,1.004424779,0.969026549,1.566371681,1.522123894,1.5,1.146017699,1.668141593,55.31858407,4.747787611,2.818584071,4.769911504,4.517699115,1.588495575,3.56,5.482300885,2.898230089,4.17699115,4.663716814,1.331858407,3.101769912,3.424778761,1.933628319,2.747787611,3.5,2.482300885,2.942477876,4.681415929,4.548672566,3.017699115,3.115044248,2.53539823,2.495867769,2.52892562,1.52892562,1.842975207,2.584070796,4.017699115,4.137168142,1.991150442,3.075221239,1.845132743,1.933628319,1.924778761,1.646017699,1.579646018,2.314159292,57.07079646,3.172566372,2.199115044,3.376106195,3.203539823,3.67699115,3.199115044,2.884955752,3.10619469,4.504424779,0.530973451,4.181415929,1.703539823,4.128318584,4.092920354,4.10619469,3.663716814,3.814159292,2.504424779,2.849557522,4.03539823,2.287610619,1.845132743,1.703539823,1.592920354,3.783185841,3.283185841,2.504424779,5.433628319,3.022123894,2.89380531,4.995575221,5.747787611,5.60619469,2.699115044,5.809734513,5.460176991,6.814159292,1.955752212,1.805309735,1.982300885,11544225,2.1,0.2,11544225,48.9,51.1,50.2,49.8,1707568,59.5,29.8,5.5,2.5,4554672,4522537,50,2.8,11.4,1.5,6,39.6,28.3,68.9,24.6,25.6,24.9,1638583,35.3,11414635,49.8,231207,46,54,220123,1.6,9.4,24.1,148000000,0.1768,"5,580,822.00","2,661,407.00",0.48,0,"2,827,621.00",0.51,18,0.52,0.645,0.627,0.065,0.091,44177
Oklahoma,40,2012,56.18333333,70.6,76.75,50.8,46.71666667,48.55,55,84.2,64.53333333,51.25,71.05,56.01666667,72.25,40.75,67.08333333,39.56666667,43.8,40,41.96666667,58.26666667,49.31666667,46.23333333,55.48333333,2.55,1.533333333,1.6,1.416666667,1.483333333,1.533333333,1.6,1.416666667,1.483333333,1.666666667,1.716666667,1.583333333,1.7,3.433333333,3.316666667,3.316666667,3.166666667,1.583333333,2.55,3.066666667,2.6,3.316666667,2.866666667,1.35,2.316666667,2.116666667,3.033333333,5.3,2.16,1.35,1.5,1.6,1.6,1.72,1.933333333,36,46.66666667,22.48333333,1.6,2.583333333,0.95,0.95,0.95,2.816666667,0.783333333,0,1.316666667,0,1.633333333,1.183333333,1.616666667,55.43333333,4.95,2.9,4.166666667,4.333333333,1.766666667,3.5,5.5,2.716666667,4.366666667,4.916666667,1.25,3.016666667,3.4,1.666666667,2.916666667,3.7,2.333333333,3.433333333,4.116666667,4.05,3.133333333,3.416666667,2.9,2.12,2.2,1.8,2,3.116666667,3.966666667,4.033333333,2,3.05,1.8,1.833333333,2.016666667,1.35,1.516666667,2.266666667,57.33333333,3.183333333,2.6,3.583333333,3.35,3.783333333,3.35,2.9,3.866666667,4.2,0.866666667,5.65,2.15,6.583333333,6.516666667,4.866666667,3.933333333,3.95,2.633333333,2.933333333,4.133333333,2.3,1.95,1.8,1.4,3.683333333,3.283333333,2.866666667,5.266666667,3.183333333,3,5.333333333,6.05,5.433333333,3.1,5.433333333,5.233333333,6.6,2.016666667,1.916666667,2,3814820,7.4,0.3,3814820,49.5,50.5,51.3,48.7,536007,58,29.9,5.7,2.1,1446667,1486394,51.6,2.9,12.5,2,6.5,42.6,25.4,70.6,22.9,23.4,24.2,517197,40.8,3762311,50.6,68357,46.1,53.9,144927,1.8,8.2,22.8,1300,0,"1,334,872.00","891,325.00",0.67,7,"443,547.00",0.33,0,0.34,0.492,0.463,-0.088,-0.073,40674
Oregon,41,2012,56.5,66.63333333,72.16666667,49.16666667,49.7,48.64444444,56.28888889,76.68888889,68,43.13333333,74.06666667,51.06666667,68.81111111,44.6,69.82222222,37.78888889,40.46666667,53.61111111,42.55555556,46.73333333,46.72222222,54.01111111,59.95555556,2.644444444,1.433333333,1.677777778,1.477777778,1.477777778,1.433333333,1.677777778,1.477777778,1.477777778,1.644444444,1.611111111,1.633333333,2,3.422222222,2.833333333,2.788888889,2.511111111,1.6,2.8,2.955555556,2.6,3.344444444,2.722222222,1.266666667,2.7,2.255555556,2.711111111,5.466666667,2.295454545,1.344444444,1.277777778,1.659090909,1.681818182,1.636363636,1.788888889,36.36363636,39.44444444,18.27777778,1.655555556,2.555555556,1.033333333,1.033333333,1.1,2.444444444,0.922222222,0,1.544444444,0,1.588888889,1.222222222,1.622222222,57.47777778,4.6,2.677777778,4.111111111,4.555555556,1.588888889,3.5,5.422222222,3,3.811111111,4.711111111,1.444444444,3.522222222,3.311111111,2.033333333,2.988888889,3.877777778,2.733333333,2.933333333,4.8,4.7,3.111111111,3.3,2.8,2.090909091,2.272727273,1.363636364,1.636363636,2.744444444,3.955555556,4.011111111,1.988888889,3.133333333,2.122222222,1.9,2.066666667,1.622222222,1.466666667,2.3,56.1,3.9,2.533333333,3.3,3.388888889,3.533333333,3.222222222,3.044444444,3.666666667,4.022222222,0.8,5.188888889,2.077777778,6.033333333,6.011111111,4.688888889,3.466666667,3.777777778,2.722222222,3.155555556,4.222222222,2.022222222,1.944444444,1.611111111,1.788888889,3.477777778,2.944444444,2.233333333,5.411111111,2.877777778,2.944444444,5.2,5.533333333,5.577777778,2.888888889,5.455555556,5.555555556,6.766666667,2.022222222,2.111111111,2.011111111,3899353,3.7,0.3,3899353,49.6,50.4,50.8,49.2,581693,58.9,27.3,8.2,3.1,1516957,1564026,50.4,2.4,11.7,1.7,5.6,38.7,30.7,66.9,27.3,30.1,29.7,572444,37.5,3857465,49.6,151720,44.2,55.8,221047,1.9,10.7,23.3,460,0,"1,789,270.00","754,175.00",0.42,0,"970,488.00",0.54,7,0.57,0.631,0.587,0.051,0.051,50966
